364.187300	0
350.764100	0
366.369400	0
475.870000	0
316.641700	0
339.270900	0
363.238500	0
472.400600	0
457.581300	0
257.249700	0
198.559600	0
110.525300	0
122.047200	0
183.222200	0
344.071300	0
190.162700	0
125.485000	0
223.064300	0
220.627700	0
443.678800	0
385.497400	0
325.665100	0
399.672200	0
385.689400	0
402.053100	0
414.283900	0
410.221600	0
394.794200	0
393.323200	0
405.474700	0
400.429500	0
1639.613800	0
1126.342400	0
1143.992400	0
1206.930300	0
1011.828400	0
265.901600	0
1856.546500	0
2174.920400	0
2004.919200	0
1445.300100	0
457.640200	0
128889.352800	0
2626.435100	0
3270.789300	0
12368.494600	0
12402.587700	0
946.659100	0
881.993700	0
1812.714400	0
197.935400	0
1566.860300	0
1485.685400	0
1490.641600	0
1525.742400	0
694.098800	0
717.174300	0
1840.378500	0
916.482300	0
301.034500	0
915.712100	0
895.023000	0
731.633700	0
1797.870700	0
1846.291900	0
1273.690900	0
2267.904300	0
701.344500	0
732.143400	0
705.736300	0
5542.829400	0
12412.898200	0
1027.793600	0
412.762600	0
995.065900	0
1441.619200	0
2123.898000	0
842.666300	0
7893.613400	0
1394.624400	0
1526.670800	0
2335.058200	0
1373.907800	0
1061.346300	0
1049.096800	0
222.901300	0
15648.445300	0
20629.521800	0
15444.670400	0
15781.072200	0
187.362100	0
725.583300	0
1859.237100	0
281.999800	0
246.879700	0
242.667000	0
295.219700	0
286.989300	0
284.825200	0
250.620800	0
243.277500	0
238.017100	0
249.910300	0
312.578300	0
284.198800	0
288.626200	0
238.998000	0
851.199700	0
250.232700	0
12413.620000	0
11958.829500	0
12547.156600	0
85614.788000	100
83965.346100	100
81237.514600	100
2558.177100	0
1919.704900	0
70591.806600	0
81145.272000	100
81894.577600	100
81220.885200	100
16771.307400	0
17437.913500	0
17001.729000	0
18238.557100	0
18058.827600	0
18668.797200	0
81079.254300	100
470.455800	0
2263.865900	0
481.222800	0
471.921200	0
827.513800	0
52953.581700	0
53084.324100	0
73086.706700	100
23568.323000	68
23492.751700	68
23719.388100	68
52561.681700	0
73411.828000	100
23925.089400	40
23459.588300	0
23479.456900	0
66432.636300	0
72861.793500	100
73174.578700	100
58399.225200	0
58450.540800	0
58544.013800	0
58558.023000	0
72917.093900	100
24581.060300	40
25618.179300	68
25673.428800	68
27032.907100	68
25624.075400	68
23810.286500	68
25504.100700	68
83819.859600	100
159447.777100	100
29564.350500	68
25690.699300	68
26306.816800	68
25885.581100	68
122733.897600	68
25830.458600	1
24008.457900	1
24353.620900	1
140854.909600	1
27089.995700	68
25610.369000	68
24272.686400	68
25150.233600	68
22309.250400	68
22033.042000	68
23706.492900	68
382208.155700	68
22074.810700	68
24008.428200	68
22143.652100	68
22266.433700	68
22349.088700	68
22785.141800	68
22208.237100	68
22154.131900	68
60117.486500	17
22091.484600	68
21937.936800	68
38099.667300	68
30144.565800	68
30505.546600	68
25010.050300	68
25393.520100	68
25283.859800	68
25311.495700	68
25399.443400	68
25109.601900	68
81964.458600	68
3631.005900	68
3449.091500	68
3649.172200	68
3648.283900	68
3499.389800	68
3345.611800	68
1597.517700	100
4219826.169500	100
3268.819700	68
3426.223000	68
3365.844800	68
3337.165400	68
3400.124400	68
3142.442800	68
3350.470700	68
3363.291300	68
3435.569900	68
3407.414500	68
3439.437400	68
3407.592400	68
3353.595000	68
3475.040100	68
3414.944500	68
3406.790600	68
3419.394400	68
3432.638000	68
3445.061600	68
3463.911800	68
3374.365000	68
3344.807800	68
5092.307300	68
4243.340400	68
4119.155900	68
7695.186500	68
4128.327900	68
3324.845700	68
3502.618200	68
3369.741700	68
3364.974900	68
3347.845200	68
3504.829000	68
9177.142700	68
13071.228100	68
4568.105500	68
4488.912200	68
4652.637000	68
4560.606700	68
3867.418700	68
3662.623200	68
4441.885000	68
4509.811100	68
4514.496200	68
3363.394600	68
4353.300800	68
4530.434700	68
4586.872800	68
3736.310800	68
3740.917400	68
4193.816300	68
24147.836900	68
13196.036200	68
4079.002900	68
4478.208100	68
4261.831500	68
3370.985900	68
3380.618800	100
3357.196000	100
7639.158000	0
6085.246600	0
3181.007000	100
3366.255800	100
3234.232400	100
3388.241800	100
3130.240300	100
3134.767300	100
3248.777800	100
3167.329900	100
